,osm_id,code,fclass,name,lon,lat
0,215586615,2005,post_office,Pocahontas Trl & Heritage Mobile Village,-76.61898,37.21336
1,215642054,2005,post_office,Pocahontas Trl & Carters Grove,-76.62125,37.21635
2,215740343,2005,post_office,Pocahontas Trl & WATA IB,-76.66987,37.25736
3,215747037,2005,post_office,Pocahontas Trl & Creative Kids Daycare OB,-76.62623,37.22551
4,356601201,2005,post_office,Norge Post Office,-76.77457,37.37065
5,367985060,2002,fire_station,Abingdon Volunteer Fire and Rescue Station Number 3,-76.83056,37.44806
6,367985817,2002,fire_station,James City County Fire Department Station 3,-76.74451,37.25682
7,367985981,2002,fire_station,James City County Fire Department Station 2,-76.62946,37.23362
8,2296218343,2002,fire_station,James City County Fire Station 4,-76.74816,37.30975
9,4998361956,2001,police,Kingsmill Police,-76.67985,37.24452
