name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BOOZY CREEK CITIZENS COMMUNITY CENTER,"1989 SHELLEYS ROAD BISTOL, VA 24202",False,204 - CLARK'S - 0000,False,-82.3402,36.61373,
CLINCHPORT COMMUNITY CENTER,"743 MUSTANG ST RT 65 1/2 MI N OF HWY 23 DUFFIELD, VA 24244",False,"601 - CLINCHPORT - 0000, 601 - CLINCHPORT - 0570",False,-82.74485,36.67713,
COPPER CREEK RURITAN BUILDING,"457 RURITAN RUN RD GATE CITY, VA 24251",False,304 - COPPER CREEK - 0000,False,-82.57469,36.67145,
DUFFIELD ELEMENTARY SCHOOL,"663 DUFF PATT HWY DUFFIELD, VA 24244",False,"602 - DUFFIELD-PATTONSVILLE - 0800, 602 - DUFFIELD-PATTONSVILLE - 0000",False,-82.80304,36.70973,
DUNGANNON ELEMENTARY SCHOOL,"113 FIFTH AVE DUNGANNON, VA 24245",False,"501 - DUNGANNON - 0000, 501 - DUNGANNON - 0820",False,-82.46593,36.83136,
FAIRVIEW ELEMENTARY SCHOOL,"9357 FAIRVIEW RD DUFFIELD, VA 24244",False,603 - FAIRVIEW - 0000,False,-82.89907,36.63409,
FT BLACKMORE ELMENTARY SCHOOL,"214 BIG STONEY CREEK RD FT BLACKMORE, VA 24250",False,502 - FORT BLACKMORE - 0000,False,-82.57678,36.77517,
GATE CITY MIDDLE SCHOOL,"170 HARRY FRY DRIVE GATE CITY, VA 24251",False,"401 - GATE CITY - 0000, 401 - GATE CITY - 1060",False,-82.56955,36.63921,
HILTONS ELEMENTARY SCHOOL,"303 ACADEMY RD HILTON, VA 24258",False,203 - HILTONS - 0000,False,-82.46368,36.65468,
MANVILLE COMMUNITY CENTER,"111 SORREL CREEK LN GATE CITY, VA 24251",False,503 - MANVILLE - 0000,False,-82.64248,36.67044,
NICKELSVILLE ELEMENTARY SCHOOL,"11415 NICKELSVILLE HWY NICKELSVILLE, VA 24271",False,"301 - NICKELSVILLE - 1750, 301 - NICKELSVILLE - 0000",False,-82.42254,36.75024,
ROADSIDE MISSION BLDG,"5068 NICKELSVILLE HWY GATE CITY, VA 24251",False,302 - SNOWFLAKE - 0000,False,-82.48639,36.69034,
RYE COVE HIGH SCHOOL,"164 EAGLES NEST LN CLINCHPORT, VA 24244",False,504 - RYE COVE - 0000,False,-82.69134,36.73549,
Scott County Registrar Office,190 BEECH STREET STE 204 GATE CITY VA 24251,True,Locality wide location,False,-82.57221,36.63993,
TWIN SPRNGS HIGH SCHOOL,"273 TITAN LN NICKELSVILLE, VA 24271",False,303 - TWIN SPRINGS - 0000,False,-82.46334,36.77979,
WEBER CITY ELEMENTARY SCHOOL,"322 JENNINGS ST WEBER CITY, VA 24290",False,202 - WEBER CITY EAST - 0000,False,-82.55641,36.62207,
WEBER CITY ELEMENTARY SCHOOL,"322 JENNINGS ST WEBER CITY, VA 24290-6324",False,"101 - WEBER CITY - 0000, 101 - WEBER CITY - 2613",False,-82.55641,36.62207,
YUMA ELEMENTARY SCHOOL,"130 GROVER CLEVELAND LN GATE CITY, VA 24251",False,102 - YUMA - 0000,False,-82.62957,36.61745,
Scott County Registrar Office,190 BEECH ST STE 204 GATE CITY VA 24251,True,Locality wide location,False,-82.57221,36.63993,
