name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
A T JOHNSON HUMAN SERVICES BLD,"18849 KINGS HWY MONTROSS, VA 22520",False,102 - PRECINCT 1-2 - 0000,False,-76.78176,38.0776,
CARMEL UNITED METHODIST CHURCH,"5729 SANDY POINT RD KINSALE, VA 22488",False,101 - PRECINCT 1-1 - 0000,False,-76.62306,38.04207,
COLONIAL BEACH HIGH SCHOOL,"100 1ST COLONIAL BEACH, VA 22443",False,501 - PRECINCT 5-1 - 0610,False,-76.96908,38.25769,
COPLE ELEMENTARY SCHOOL,"7114 COPLE HWY HAGUE, VA 22469-2525",False,201 - PRECINCT 2-1 - 0001,False,-76.67579,38.07399,
OAK GROVE FIRE STATION,"121 JAMES MONROE HWY COLONIAL BEACH, VA 22443-5726",False,401 - PRECINCT 4-1 - 0000,False,-76.9981,38.18348,
Oak Grove Baptist Family Life Center,"8096 LEEDSTOWN RD COLONIAL BEACH, VA 22443",False,302 - PRECINCT 3-2 - 0000,False,-76.99585,38.17982,
Stratford Harbour Clubhouse,"2657 N INDEPENDENCE DR MONTROSS, VA 22520",False,"202 - PRECINCT 2-2 - 0001, 202 - PRECINCT 2-2 - 0000",False,-76.78421,38.16595,
WASHINGTON & LEE HIGH SCHOOL,"16380 KINGS HWY MONTROSS, VA 22520-2728",False,"301 - PRECINCT 3-1 - 1640, 301 - PRECINCT 3-1 - 0000, 301 - PRECINCT 3-1 - 0001",False,-76.81822,38.09389,
Westmoreland County Registrar Office,105 COURT SQUARE MONTROSS VA 22520,True,Locality wide location,False,-76.82806,38.09568,
Westmoreland County Registrar Office,105 COURT SQ MONTROSS VA 22520,True,Locality wide location,False,-76.82806,38.09568,
